"","comm.rank..","file","Class","Object","Field","Default","Minimum","Maximum","Distribution","Type","Group","Constraint","p20","p80"
"299",0,"13_Stand-aloneRetail.xml.csv","Fan:ConstantVolume","PSZ-AC:5_Fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",1,"",0.439725,0.632775
"300",0,"13_Stand-aloneRetail.xml.csv","Fan:ConstantVolume","PSZ-AC:5_Fan","Motor Efficiency",0.825,0.5775,0.999,"uniform","float",2,"",0.6618,0.9147
"301",0,"13_Stand-aloneRetail.xml.csv","Coil:Heating:Gas","PSZ-AC:1_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",3,"",0.6478,0.9112
"302",0,"13_Stand-aloneRetail.xml.csv","Coil:Heating:Gas","PSZ-AC:2_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",3,"",0.6478,0.9112
"303",0,"13_Stand-aloneRetail.xml.csv","Coil:Heating:Gas","PSZ-AC:3_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",3,"",0.6478,0.9112
"304",0,"13_Stand-aloneRetail.xml.csv","Coil:Heating:Gas","PSZ-AC:4_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",3,"",0.6478,0.9112
"305",0,"13_Stand-aloneRetail.xml.csv","Coil:Heating:Gas","PSZ-AC:5_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",3,"",0.6478,0.9112
"306",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 4",26.7,18.69,34.71,"uniform","float",4,"HA1 - CA1 < -1",21.894,31.506
"307",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 8",26.7,18.69,34.71,"uniform","float",5,"HA3 - CA3 < -1",21.894,31.506
"308",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 11",26.7,18.69,34.71,"uniform","float",6,"HA4 - CA4 < -1",21.894,31.506
"309",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 15",26.7,18.69,34.71,"uniform","float",7,"HA6 - CA6 < -1",21.894,31.506
"310",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 18",26.7,18.69,34.71,"uniform","float",8,"HA8 - CA7 < -1",21.894,31.506
"311",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 4",15.6,10.92,20.28,"uniform","float",9,"",12.792,18.408
"312",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 6",21,14.7,27.3,"uniform","float",10,"",17.22,24.78
"313",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 8",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"314",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 11",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"315",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 13",21,14.7,27.3,"uniform","float",12,"",17.22,24.78
"316",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 15",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"317",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 18",21,14.7,27.3,"uniform","float",12,"",17.22,24.78
"318",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 21",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"319",0,"13_Stand-aloneRetail.xml.csv","Lights","Back_Space_Lights","Watts per Zone Floor Area",8.61,6.027,11.193,"uniform","float",1,"",7.0602,10.1598
"320",0,"13_Stand-aloneRetail.xml.csv","Lights","Core_Retail_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"321",0,"13_Stand-aloneRetail.xml.csv","Lights","Front_Entry_Lights","Watts per Zone Floor Area",11.84,8.288,15.392,"uniform","float",3,"",9.7088,13.9712
"322",0,"13_Stand-aloneRetail.xml.csv","Lights","Front_Retail_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"323",0,"13_Stand-aloneRetail.xml.csv","Lights","Point_Of_Sale_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",4,"",14.9978,21.5822
"324",0,"13_Stand-aloneRetail.xml.csv","ElectricEquipment","Back_Space_MiscPlug_Equip","Watts per Zone Floor Area",8.07,5.649,10.491,"uniform","float",5,"",6.6174,9.5226
"325",0,"13_Stand-aloneRetail.xml.csv","ElectricEquipment","Core_Retail_MiscPlug_Equip","Watts per Zone Floor Area",3.23,2.261,4.199,"uniform","float",6,"",2.6486,3.8114
"326",0,"13_Stand-aloneRetail.xml.csv","ElectricEquipment","Front_Retail_MiscPlug_Equip","Watts per Zone Floor Area",3.23,2.261,4.199,"uniform","float",6,"",2.6486,3.8114
"327",0,"13_Stand-aloneRetail.xml.csv","ElectricEquipment","Point_Of_Sale_MiscPlug_Equip","Watts per Zone Floor Area",21.52,15.064,27.976,"uniform","float",7,"",17.6464,25.3936
"328",0,"13_Stand-aloneRetail.xml.csv","Exterior:Lights","Exterior Facade Lighting","Design Level",8266,5786.2,10745.8,"uniform","float",8,"",6778.12,9753.88
"329",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 4",30,21,39,"uniform","float",9,"HA1 - CA1 < -1",24.6,35.4
"330",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 6",24,16.8,31.2,"uniform","float",10,"HA2 - CA2 < -1",19.68,28.32
"331",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 8",30,21,39,"uniform","float",9,"HA3 - CA3 < -1",24.6,35.4
"332",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 11",30,21,39,"uniform","float",9,"HA6 - CA4 < -1",24.6,35.4
"333",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 13",24,16.8,31.2,"uniform","float",10,"HA7 - CA5 < -1",19.68,28.32
"334",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 15",30,21,39,"uniform","float",9,"HA8 - CA6 < -1",24.6,35.4
"335",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 18",30,21,39,"uniform","float",9,"HA5 - CA7 < -1",24.6,35.4
"336",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 21",30,21,39,"uniform","float",9,"HA9 - CA8 < -1",24.6,35.4
"337",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 23",24,16.8,31.2,"uniform","float",10,"HA10 - CA9 < -1",19.68,28.32
"338",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 25",30,21,39,"uniform","float",9,"HA11 - CA10 < -1",24.6,35.4
"339",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 4",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"340",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 6",21,14.7,27.3,"uniform","float",12,"",17.22,24.78
"341",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 8",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"342",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 11",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"343",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 14",21,14.7,27.3,"uniform","float",12,"",17.22,24.78
"344",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 17",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"345",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 19",21,14.7,27.3,"uniform","float",12,"",17.22,24.78
"346",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 21",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"347",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 24",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"348",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 26",21,14.7,27.3,"uniform","float",12,"",17.22,24.78
"349",0,"13_Stand-aloneRetail.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 28",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"350",1,"14_StripMall.xml.csv","Fan:OnOff","PSZ-AC_7:7_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",1,"",0.439725,0.632775
"351",1,"14_StripMall.xml.csv","Fan:OnOff","PSZ-AC_8:8_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",2,"",0.439725,0.632775
"352",1,"14_StripMall.xml.csv","Fan:OnOff","PSZ-AC_9:9_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",3,"",0.439725,0.632775
"353",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_10:10_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",4,"",3.00694,4.32706
"354",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_1:1_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",5,"",2.87,4.13
"355",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_2:2_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"356",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_3:3_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"357",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_4:4_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"358",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_5:5_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"359",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_6:6_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",5,"",2.87,4.13
"360",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_7:7_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"361",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_8:8_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"362",1,"14_StripMall.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_9:9_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"363",1,"14_StripMall.xml.csv","Schedule:Compact","MinOA_Sched","Field 4",0,0,0.3,"exponential","float",7,"",0.06,0.24
"364",1,"14_StripMall.xml.csv","Schedule:Compact","MinOA_Sched","Field 8",0,0,0.3,"exponential","float",8,"",0.06,0.24
"365",1,"14_StripMall.xml.csv","Schedule:Compact","MinOA_Sched","Field 11",0,0,0.3,"exponential","float",9,"",0.06,0.24
"366",1,"14_StripMall.xml.csv","Schedule:Compact","MinOA_Sched","Field 15",0,0,0.3,"exponential","float",10,"",0.06,0.24
"367",1,"14_StripMall.xml.csv","Schedule:Compact","MinOA_Sched","Field 18",0,0,0.3,"exponential","float",11,"",0.06,0.24
"368",1,"14_StripMall.xml.csv","Schedule:Compact","MinOA_Sched","Field 22",0,0,0.3,"exponential","float",12,"",0.06,0.24
"369",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_7:7_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",1,"",0.439725,0.632775
"370",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_8:8_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",2,"",0.439725,0.632775
"371",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_9:9_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",3,"",0.439725,0.632775
"372",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_10:10_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",4,"",3.00694,4.32706
"373",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_1:1_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",5,"",2.87,4.13
"374",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_2:2_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"375",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_3:3_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"376",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_4:4_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"377",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_5:5_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"378",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_6:6_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",5,"",2.87,4.13
"379",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_7:7_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"380",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_8:8_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"381",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_9:9_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"382",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 4",0,0,0.3,"exponential","float",7,"",0.06,0.24
"383",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 8",0,0,0.3,"exponential","float",8,"",0.06,0.24
"384",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 11",0,0,0.3,"exponential","float",9,"",0.06,0.24
"385",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 15",0,0,0.3,"exponential","float",10,"",0.06,0.24
"386",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 18",0,0,0.3,"exponential","float",11,"",0.06,0.24
"387",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 22",0,0,0.3,"exponential","float",12,"",0.06,0.24
"388",1,"15_SuperMarket.xml.csv","ElectricEquipment","Produce_MiscPlug_Equip","Watts per Zone Floor Area",5.38,3.766,6.994,"uniform","float",1,"",4.4116,6.3484
"389",1,"15_SuperMarket.xml.csv","ElectricEquipment","Sales_MiscPlug_Equip","Watts per Zone Floor Area",5.38,3.766,6.994,"uniform","float",2,"",4.4116,6.3484
"390",1,"15_SuperMarket.xml.csv","Exterior:Lights","Exterior Facade Lighting","Design Level",13577,9503.9,17650.1,"uniform","float",3,"",11133.14,16020.86
"391",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Bakery_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",4,"",0.0002474,0.0003566
"392",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Deli_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"393",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","DryStorage_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"394",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Office_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"395",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Produce_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"396",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Sales_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"397",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:2_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"398",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:3_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"399",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:4_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"400",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:5_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"401",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKA","Design Condenser Fan Power",4500,3150,5850,"uniform","float",7,"",3690,5310
"402",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKB","Design Compressor Rack COP",1.3,0.91,1.69,"uniform","float",8,"",1.066,1.534
"403",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKB","Design Condenser Fan Power",4500,3150,5850,"uniform","float",9,"",3690,5310
"404",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKC","Design Condenser Fan Power",4500,3150,5850,"uniform","float",10,"",3690,5310
"405",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKD","Design Compressor Rack COP",1.3,0.91,1.69,"uniform","float",11,"",1.066,1.534
"406",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKD","Design Condenser Fan Power",4500,3150,5850,"uniform","float",12,"",3690,5310
"407",1,"16_Warehouse.xml.csv","Fan:OnOff","PSZ-AC_7:7_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",1,"",0.439725,0.632775
"408",1,"16_Warehouse.xml.csv","Fan:OnOff","PSZ-AC_8:8_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",2,"",0.439725,0.632775
"409",1,"16_Warehouse.xml.csv","Fan:OnOff","PSZ-AC_9:9_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",3,"",0.439725,0.632775
"410",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_10:10_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",4,"",3.00694,4.32706
"411",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_1:1_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",5,"",2.87,4.13
"412",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_2:2_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"413",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_3:3_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"414",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_4:4_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"415",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_5:5_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"416",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_6:6_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",5,"",2.87,4.13
"417",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_7:7_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"418",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_8:8_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"419",1,"16_Warehouse.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_9:9_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",6,"",3.00694,4.32706
"420",1,"16_Warehouse.xml.csv","Schedule:Compact","MinOA_Sched","Field 4",0,0,0.3,"exponential","float",7,"",0.06,0.24
"421",1,"16_Warehouse.xml.csv","Schedule:Compact","MinOA_Sched","Field 8",0,0,0.3,"exponential","float",8,"",0.06,0.24
"422",1,"16_Warehouse.xml.csv","Schedule:Compact","MinOA_Sched","Field 11",0,0,0.3,"exponential","float",9,"",0.06,0.24
"423",1,"16_Warehouse.xml.csv","Schedule:Compact","MinOA_Sched","Field 15",0,0,0.3,"exponential","float",10,"",0.06,0.24
"424",1,"16_Warehouse.xml.csv","Schedule:Compact","MinOA_Sched","Field 18",0,0,0.3,"exponential","float",11,"",0.06,0.24
"425",1,"16_Warehouse.xml.csv","Schedule:Compact","MinOA_Sched","Field 22",0,0,0.3,"exponential","float",12,"",0.06,0.24
"426",1,"16_Warehouse.xml.csv","ElectricEquipment","Produce_MiscPlug_Equip","Watts per Zone Floor Area",5.38,3.766,6.994,"uniform","float",1,"",4.4116,6.3484
"427",1,"16_Warehouse.xml.csv","ElectricEquipment","Sales_MiscPlug_Equip","Watts per Zone Floor Area",5.38,3.766,6.994,"uniform","float",2,"",4.4116,6.3484
"428",1,"16_Warehouse.xml.csv","Exterior:Lights","Exterior Facade Lighting","Design Level",13577,9503.9,17650.1,"uniform","float",3,"",11133.14,16020.86
"429",1,"16_Warehouse.xml.csv","ZoneInfiltration:DesignFlowRate","Bakery_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",4,"",0.0002474,0.0003566
"430",1,"16_Warehouse.xml.csv","ZoneInfiltration:DesignFlowRate","Deli_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"431",1,"16_Warehouse.xml.csv","ZoneInfiltration:DesignFlowRate","DryStorage_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"432",1,"16_Warehouse.xml.csv","ZoneInfiltration:DesignFlowRate","Office_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"433",1,"16_Warehouse.xml.csv","ZoneInfiltration:DesignFlowRate","Produce_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"434",1,"16_Warehouse.xml.csv","ZoneInfiltration:DesignFlowRate","Sales_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",5,"",0.0002474,0.0003566
"435",1,"16_Warehouse.xml.csv","Coil:Heating:Gas","PSZ-AC:2_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"436",1,"16_Warehouse.xml.csv","Coil:Heating:Gas","PSZ-AC:3_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"437",1,"16_Warehouse.xml.csv","Coil:Heating:Gas","PSZ-AC:4_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"438",1,"16_Warehouse.xml.csv","Coil:Heating:Gas","PSZ-AC:5_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",6,"",0.6366,0.9084
"439",1,"16_Warehouse.xml.csv","Refrigeration:CompressorRack","RACKA","Design Condenser Fan Power",4500,3150,5850,"uniform","float",7,"",3690,5310
"440",1,"16_Warehouse.xml.csv","Refrigeration:CompressorRack","RACKB","Design Compressor Rack COP",1.3,0.91,1.69,"uniform","float",8,"",1.066,1.534
"441",1,"16_Warehouse.xml.csv","Refrigeration:CompressorRack","RACKB","Design Condenser Fan Power",4500,3150,5850,"uniform","float",9,"",3690,5310
"442",1,"16_Warehouse.xml.csv","Refrigeration:CompressorRack","RACKC","Design Condenser Fan Power",4500,3150,5850,"uniform","float",10,"",3690,5310
"443",1,"16_Warehouse.xml.csv","Refrigeration:CompressorRack","RACKD","Design Compressor Rack COP",1.3,0.91,1.69,"uniform","float",11,"",1.066,1.534
"444",1,"16_Warehouse.xml.csv","Refrigeration:CompressorRack","RACKD","Design Condenser Fan Power",4500,3150,5850,"uniform","float",12,"",3690,5310
"445",1,"16_Warehouse.xml.csv","Fan:OnOff","FURNACE_PACU_CAV_1:1_Unitary_Package_fan","Fan Efficiency",0.546,0.3822,0.7098,"uniform","float",1,"",0.44772,0.64428
"446",1,"16_Warehouse.xml.csv","Fan:OnOff","FURNACE_PACU_CAV_1:1_Unitary_Package_fan","Pressure Rise",622,435.4,808.6,"uniform","float",2,"",510.04,733.96
"447",1,"16_Warehouse.xml.csv","Fan:OnOff","FURNACE_PACU_CAV_1:1_Unitary_Package_fan","Motor Efficiency",0.84,0.588,0.999,"uniform","float",3,"",0.6702,0.9168
"448",1,"16_Warehouse.xml.csv","Fan:OnOff","FURNACE_PACU_CAV_2:2_Unitary_Package_fan","Fan Efficiency",0.5915,0.41405,0.76895,"uniform","float",4,"",0.48503,0.69797
"449",1,"16_Warehouse.xml.csv","Fan:OnOff","FURNACE_PACU_CAV_2:2_Unitary_Package_fan","Pressure Rise",1109.648,776.7536,1442.542,"uniform","float",5,"",909.91128,1309.38432
"450",1,"16_Warehouse.xml.csv","Fan:OnOff","FURNACE_PACU_CAV_2:2_Unitary_Package_fan","Motor Efficiency",0.91,0.637,0.999,"uniform","float",4,"",0.7094,0.9266
