"","comm.rank..","name","Class","Object","Field","Default","Minimum","Maximum","Distribution","Type","Group","Constraint","p20","p80"
"888",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_8:8_Unitary_Package_fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"889",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_8:8_Unitary_Package_fan","Motor Efficiency",0.825,0.5775,0.999,"uniform","float",6,"",0.6618,0.9147
"890",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_9:9_Unitary_Package_fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",6,"",0.439725,0.632775
"891",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_9:9_Unitary_Package_fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"892",1,"15_SuperMarket.xml.csv","Fan:OnOff","PSZ-AC_9:9_Unitary_Package_fan","Motor Efficiency",0.825,0.5775,0.999,"uniform","float",6,"",0.6618,0.9147
"893",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_10:10_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"894",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_1:1_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"895",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_2:2_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"896",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_3:3_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"897",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_4:4_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"898",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_5:5_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"899",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_6:6_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"900",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_7:7_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"901",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_8:8_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"902",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC_9:9_Unitary_Package_HeatCoil","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"903",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_10:10_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"904",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_1:1_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",9,"",2.87,4.13
"905",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_2:2_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"906",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_3:3_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"907",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_4:4_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"908",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_5:5_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"909",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_6:6_Unitary_Package_CoolCoil","Rated COP",3.500159864,2.45,4.55,"uniform","float",9,"",2.87,4.13
"910",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_7:7_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"911",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_8:8_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"912",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC_9:9_Unitary_Package_CoolCoil","Rated COP",3.666684429,2.5669,4.7671,"uniform","float",9,"",3.00694,4.32706
"913",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 4",30,21,39,"uniform","float",10,"HA1 - CA1 < -1",24.6,35.4
"914",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 6",24,16.8,31.2,"uniform","float",10,"HA2 - CA2 < -1",19.68,28.32
"915",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 8",30,21,39,"uniform","float",10,"HA3 - CA3 < -1",24.6,35.4
"916",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 11",30,21,39,"uniform","float",10,"HA6 - CA4 < -1",24.6,35.4
"917",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 13",24,16.8,31.2,"uniform","float",10,"HA7 - CA5 < -1",19.68,28.32
"918",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 15",30,21,39,"uniform","float",10,"HA8 - CA6 < -1",24.6,35.4
"919",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 18",30,21,39,"uniform","float",10,"HA5 - CA7 < -1",24.6,35.4
"920",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 21",30,21,39,"uniform","float",10,"HA9 - CA8 < -1",24.6,35.4
"921",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 23",24,16.8,31.2,"uniform","float",10,"HA10 - CA9 < -1",19.68,28.32
"922",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 25",30,21,39,"uniform","float",10,"HA11 - CA10 < -1",24.6,35.4
"923",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 4",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"924",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 6",21,14.7,27.3,"uniform","float",11,"",17.22,24.78
"925",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 8",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"926",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 11",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"927",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 14",21,14.7,27.3,"uniform","float",11,"",17.22,24.78
"928",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 17",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"929",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 19",21,14.7,27.3,"uniform","float",11,"",17.22,24.78
"930",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 21",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"931",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 24",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"932",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 26",21,14.7,27.3,"uniform","float",11,"",17.22,24.78
"933",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 28",15.6,10.92,20.28,"uniform","float",11,"",12.792,18.408
"934",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 4",0,0,0.3,"exponential","float",12,"",0.06,0.24
"935",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 6",1,0.7,1.3,"uniform","float",12,"",0.82,1.18
"936",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 8",0,0,0.3,"exponential","float",12,"",0.06,0.24
"937",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 11",0,0,0.3,"exponential","float",12,"",0.06,0.24
"938",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 13",1,0.7,1.3,"uniform","float",12,"",0.82,1.18
"939",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 15",0,0,0.3,"exponential","float",12,"",0.06,0.24
"940",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 18",0,0,0.3,"exponential","float",12,"",0.06,0.24
"941",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 20",1,0.7,1.3,"uniform","float",12,"",0.82,1.18
"942",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 22",0,0,0.3,"exponential","float",12,"",0.06,0.24
"943",1,"15_SuperMarket.xml.csv","Sizing:Parameters","Sizing:Parameters","Heating Sizing Factor",1.2,0.84,1.56,"uniform","float",1,"",0.984,1.416
"944",1,"15_SuperMarket.xml.csv","Sizing:Parameters","Sizing:Parameters","Cooling Sizing Factor",1.2,0.84,1.56,"uniform","float",1,"",0.984,1.416
"945",1,"15_SuperMarket.xml.csv","Lights","Bakery_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"946",1,"15_SuperMarket.xml.csv","Lights","Deli_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"947",1,"15_SuperMarket.xml.csv","Lights","DryStorage_Lights","Watts per Zone Floor Area",8.61,6.027,11.193,"uniform","float",2,"",7.0602,10.1598
"948",1,"15_SuperMarket.xml.csv","Lights","Office_Lights","Watts per Zone Floor Area",11.84,8.288,15.392,"uniform","float",2,"",9.7088,13.9712
"949",1,"15_SuperMarket.xml.csv","Lights","Produce_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"950",1,"15_SuperMarket.xml.csv","Lights","Sales_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"951",1,"15_SuperMarket.xml.csv","ElectricEquipment","Bakery_MiscPlug_Equip","Design Level",11244,7870.8,14617.2,"uniform","float",3,"",9220.08,13267.92
"952",1,"15_SuperMarket.xml.csv","ElectricEquipment","Deli_MiscPlug_Equip","Design Level",12105,8473.5,15736.5,"uniform","float",3,"",9926.1,14283.9
"953",1,"15_SuperMarket.xml.csv","ElectricEquipment","DryStorage_MiscPlug_Equip","Watts per Zone Floor Area",8.07,5.649,10.491,"uniform","float",2,"",6.6174,9.5226
"954",1,"15_SuperMarket.xml.csv","ElectricEquipment","Office_MiscPlug_Equip","Watts per Zone Floor Area",8.07,5.649,10.491,"uniform","float",2,"",6.6174,9.5226
"955",1,"15_SuperMarket.xml.csv","ElectricEquipment","Produce_MiscPlug_Equip","Watts per Zone Floor Area",5.38,3.766,6.994,"uniform","float",2,"",4.4116,6.3484
"956",1,"15_SuperMarket.xml.csv","ElectricEquipment","Sales_MiscPlug_Equip","Watts per Zone Floor Area",5.38,3.766,6.994,"uniform","float",2,"",4.4116,6.3484
"957",1,"15_SuperMarket.xml.csv","ElectricEquipment","Deli_Exhaust_Fan","Design Level",524,366.8,681.2,"uniform","float",3,"",429.68,618.32
"958",1,"15_SuperMarket.xml.csv","GasEquipment","Bakery_MiscGas_Equip","Design Level",5622,3935.4,7308.6,"uniform","float",4,"",4610.04,6633.96
"959",1,"15_SuperMarket.xml.csv","GasEquipment","Deli_MiscGas_Equip","Design Level",6053,4237.1,7868.9,"uniform","float",4,"",4963.46,7142.54
"960",1,"15_SuperMarket.xml.csv","Exterior:Lights","Exterior Facade Lighting","Design Level",13577,9503.9,17650.1,"uniform","float",5,"",11133.14,16020.86
"961",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Bakery_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",6,"",0.0002474,0.0003566
"962",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Deli_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",6,"",0.0002474,0.0003566
"963",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","DryStorage_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",6,"",0.0002474,0.0003566
"964",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Office_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",6,"",0.0002474,0.0003566
"965",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Produce_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",6,"",0.0002474,0.0003566
"966",1,"15_SuperMarket.xml.csv","ZoneInfiltration:DesignFlowRate","Sales_Infiltration","Flow per Exterior Surface Area",0.000302,0.000211,0.000393,"uniform","float",6,"",0.0002474,0.0003566
"967",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:1_Fan","Fan Efficiency",0.53625,0.375375,0.697125,"uniform","float",7,"",0.439725,0.632775
"968",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:1_Fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"969",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:1_Fan","Motor Efficiency",0.825,0.5775,0.999,"uniform","float",7,"",0.6618,0.9147
"970",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:2_Fan","Fan Efficiency",0.56875,0.398125,0.739375,"uniform","float",7,"",0.466375,0.671125
"971",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:2_Fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"972",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:2_Fan","Motor Efficiency",0.875,0.6125,0.999,"uniform","float",7,"",0.6898,0.9217
"973",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:3_Fan","Fan Efficiency",0.56875,0.398125,0.739375,"uniform","float",7,"",0.466375,0.671125
"974",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:3_Fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"975",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:3_Fan","Motor Efficiency",0.875,0.6125,0.999,"uniform","float",7,"",0.6898,0.9217
"976",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:4_Fan","Fan Efficiency",0.6006,0.4242,0.7878,"uniform","float",7,"",0.49692,0.71508
"977",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:4_Fan","Pressure Rise",1017.592,712.3144,1322.87,"uniform","float",7,"",834.42552,1200.75888
"978",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:4_Fan","Motor Efficiency",0.924,0.6468,0.999,"uniform","float",7,"",0.71724,0.92856
"979",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:5_Fan","Fan Efficiency",0.56875,0.398125,0.739375,"uniform","float",7,"",0.466375,0.671125
"980",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:5_Fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"981",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:5_Fan","Motor Efficiency",0.875,0.6125,0.999,"uniform","float",7,"",0.6898,0.9217
"982",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:6_Fan","Fan Efficiency",0.56875,0.398125,0.739375,"uniform","float",7,"",0.466375,0.671125
"983",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:6_Fan","Pressure Rise",622,435.4,808.5,"uniform","float",7,"",510.02,733.88
"984",1,"15_SuperMarket.xml.csv","Fan:ConstantVolume","PSZ-AC:6_Fan","Motor Efficiency",0.875,0.6125,0.999,"uniform","float",7,"",0.6898,0.9217
"985",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:1_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"986",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:2_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",8,"",0.6366,0.9084
"987",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:3_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",8,"",0.6366,0.9084
"988",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:4_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",8,"",0.6366,0.9084
"989",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:5_HeatC","Gas Burner Efficiency",0.78,0.546,0.999,"uniform","float",8,"",0.6366,0.9084
"990",1,"15_SuperMarket.xml.csv","Coil:Heating:Gas","PSZ-AC:6_HeatC","Gas Burner Efficiency",0.8,0.56,0.999,"uniform","float",8,"",0.6478,0.9112
"991",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:SingleSpeed","PSZ-AC:1_CoolC DXCoil","Rated COP",3.666684429,2.569,4.771,"uniform","float",9,"",3.0094,4.3306
"992",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:2_CoolC DXCoil","Rated High Speed COP",3.233720558,2.261,4.199,"uniform","float",9,"",2.6486,3.8114
"993",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:2_CoolC DXCoil","Rated Low Speed COP",3.281865281,2.296,4.264,"uniform","float",9,"",2.6896,3.8704
"994",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:3_CoolC DXCoil","Rated High Speed COP",3.300330385,2.31,4.29,"uniform","float",9,"",2.706,3.894
"995",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:3_CoolC DXCoil","Rated Low Speed COP",3.349466817,2.345,4.355,"uniform","float",9,"",2.747,3.953
"996",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:4_CoolC DXCoil","Rated High Speed COP",3.133805819,2.191,4.069,"uniform","float",9,"",2.5666,3.6934
"997",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:4_CoolC DXCoil","Rated Low Speed COP",3.180462978,2.226,4.134,"uniform","float",9,"",2.6076,3.7524
"998",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:5_CoolC DXCoil","Rated High Speed COP",3.233720558,2.261,4.199,"uniform","float",9,"",2.6486,3.8114
"999",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:5_CoolC DXCoil","Rated Low Speed COP",3.281865281,2.296,4.264,"uniform","float",9,"",2.6896,3.8704
"1000",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:6_CoolC DXCoil","Rated High Speed COP",3.500159864,2.45,4.55,"uniform","float",9,"",2.87,4.13
"1001",1,"15_SuperMarket.xml.csv","Coil:Cooling:DX:TwoSpeed","PSZ-AC:6_CoolC DXCoil","Rated Low Speed COP",3.552271425,2.485,4.615,"uniform","float",9,"",2.911,4.189
"1002",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 4",30,21,39,"uniform","float",10,"",24.6,35.4
"1003",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 7",30,21,39,"uniform","float",10,"HA2 - CA2 < -1",24.6,35.4
"1004",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 9",24,16.8,31.2,"uniform","float",10,"HA3 - CA3 < -1",19.68,28.32
"1005",1,"15_SuperMarket.xml.csv","Schedule:Compact","CLGSETP_SCH","Field 11",30,21,39,"uniform","float",10,"HA4 - CA4 < -1",24.6,35.4
"1006",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 4",15.6,10.92,20.28,"uniform","float",10,"",12.792,18.408
"1007",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 7",15.6,10.92,20.28,"uniform","float",10,"",12.792,18.408
"1008",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 9",21,14.7,27.3,"uniform","float",10,"",17.22,24.78
"1009",1,"15_SuperMarket.xml.csv","Schedule:Compact","HTGSETP_SCH","Field 11",15.6,10.92,20.28,"uniform","float",10,"",12.792,18.408
"1010",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 4",0,0,0.3,"exponential","float",10,"",0.06,0.24
"1011",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 6",1,0.7,1.3,"uniform","float",10,"",0.82,1.18
"1012",1,"15_SuperMarket.xml.csv","Schedule:Compact","MinOA_Sched","Field 8",0,0,0.3,"exponential","float",10,"",0.06,0.24
"1013",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKA","Design Compressor Rack COP",2.5,1.75,3.25,"uniform","float",11,"",2.05,2.95
"1014",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKA","Design Condenser Fan Power",4500,3150,5850,"uniform","float",12,"",3690,5310
"1015",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKB","Design Compressor Rack COP",1.3,0.91,1.69,"uniform","float",11,"",1.066,1.534
"1016",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKB","Design Condenser Fan Power",4500,3150,5850,"uniform","float",12,"",3690,5310
"1017",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKC","Design Compressor Rack COP",2.5,1.75,3.25,"uniform","float",11,"",2.05,2.95
"1018",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKC","Design Condenser Fan Power",4500,3150,5850,"uniform","float",12,"",3690,5310
"1019",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKD","Design Compressor Rack COP",1.3,0.91,1.69,"uniform","float",11,"",1.066,1.534
"1020",1,"15_SuperMarket.xml.csv","Refrigeration:CompressorRack","RACKD","Design Condenser Fan Power",4500,3150,5850,"uniform","float",12,"",3690,5310
"1021",1,"16_Warehouse.xml.csv","Sizing:Parameters","Sizing:Parameters","Heating Sizing Factor",1.2,0.84,1.56,"uniform","float",1,"",0.984,1.416
"1022",1,"16_Warehouse.xml.csv","Sizing:Parameters","Sizing:Parameters","Cooling Sizing Factor",1.2,0.84,1.56,"uniform","float",1,"",0.984,1.416
"1023",1,"16_Warehouse.xml.csv","Lights","LGstore1_Lights","Watts per Zone Floor Area",23.99,16.793,31.187,"uniform","float",2,"",19.6718,28.3082
"1024",1,"16_Warehouse.xml.csv","Lights","LGstore2_Lights","Watts per Zone Floor Area",13.77,9.639,17.901,"uniform","float",2,"",11.2914,16.2486
"1025",1,"16_Warehouse.xml.csv","Lights","SMstore1_Lights","Watts per Zone Floor Area",23.99,16.793,31.187,"uniform","float",2,"",19.6718,28.3082
"1026",1,"16_Warehouse.xml.csv","Lights","SMstore2_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"1027",1,"16_Warehouse.xml.csv","Lights","SMstore3_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"1028",1,"16_Warehouse.xml.csv","Lights","SMstore4_Lights","Watts per Zone Floor Area",18.29,12.803,23.777,"uniform","float",2,"",14.9978,21.5822
"1029",1,"16_Warehouse.xml.csv","Lights","SMstore5_Lights","Watts per Zone Floor Area",13.77,9.639,17.901,"uniform","float",2,"",11.2914,16.2486
"1030",1,"16_Warehouse.xml.csv","Lights","SMstore6_Lights","Watts per Zone Floor Area",13.77,9.639,17.901,"uniform","float",2,"",11.2914,16.2486
"1031",1,"16_Warehouse.xml.csv","Lights","SMstore7_Lights","Watts per Zone Floor Area",13.77,9.639,17.901,"uniform","float",2,"",11.2914,16.2486
"1032",1,"16_Warehouse.xml.csv","Lights","SMstore8_Lights","Watts per Zone Floor Area",13.77,9.639,17.901,"uniform","float",2,"",11.2914,16.2486
"1033",1,"16_Warehouse.xml.csv","ElectricEquipment","LGstore1_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1034",1,"16_Warehouse.xml.csv","ElectricEquipment","LGstore2_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1035",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore1_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1036",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore2_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1037",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore3_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1038",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore4_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1039",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore5_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1040",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore6_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1041",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore7_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1042",1,"16_Warehouse.xml.csv","ElectricEquipment","SMstore8_MiscPlug_Equip","Watts per Zone Floor Area",4.3,3.01,5.59,"uniform","float",3,"",3.526,5.074
"1043",1,"16_Warehouse.xml.csv","Exterior:Lights","Exterior Facade Lighting","Design Level",11485,8039.5,14930.5,"uniform","float",4,"",9417.7,13552.3
