Class,Object,Field,Default,Minimum,Maximum,Distribution,Type,Group,Constraint
Schedule:Compact,HTGSETP_SCH,Field 11,15.6,10.92,20.28,uniform,float,HA4,HA4 - CA3 < -1
Schedule:Compact,HTGSETP_SCH,Field 14,15.6,10.92,20.28,uniform,float,HA5,
Schedule:Compact,HTGSETP_SCH,Field 16,21,14.7,27.3,uniform,float,HA6,
Schedule:Compact,HTGSETP_SCH,Field 18,15.6,10.92,20.28,uniform,float,HA7,
Schedule:Compact,HTGSETP_SCH,Field 21,21,14.7,27.3,uniform,float,HA8,
Schedule:Compact,HTGSETP_SCH,Field 24,15.6,10.92,20.28,uniform,float,HA9,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 4,0,0,0.3,exponential,float,,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 6,1,0.7,1.3,uniform,float,,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 8,0,0,0.3,exponential,float,,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 11,0,0,0.3,exponential,float,,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 13,1,0.7,1.3,uniform,float,,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 15,0,0,0.3,exponential,float,,
Schedule:Compact,MinOA_MotorizedDamper_Sched,Field 18,0,0,0.3,exponential,float,,
Schedule:Compact,Seasonal-Reset-Supply-Air-Temp-Sch,Field 4,12.8,8.96,16.64,uniform,float,,
