Class,Object,Field,Default,Minimum,Maximum,Distribution,Type,Group,Constraint
Schedule:Compact,HTGSETP_SCH,Field 11,15.6,10.92,20.28,uniform,float,HA4,
Schedule:Compact,MinOA_Sched,Field 4,0,0,0.3,exponential,float,,
Schedule:Compact,MinOA_Sched,Field 6,1,0.7,1.3,uniform,float,,
Schedule:Compact,MinOA_Sched,Field 8,0,0,0.3,exponential,float,,
Refrigeration:CompressorRack,RACKA,Design Compressor Rack COP,2.5,1.75,3.25,uniform,float,,
Refrigeration:CompressorRack,RACKA,Design Condenser Fan Power,4500,3150,5850,uniform,float,,
Refrigeration:CompressorRack,RACKB,Design Compressor Rack COP,1.3,0.91,1.69,uniform,float,,
Refrigeration:CompressorRack,RACKB,Design Condenser Fan Power,4500,3150,5850,uniform,float,,
Refrigeration:CompressorRack,RACKC,Design Compressor Rack COP,2.5,1.75,3.25,uniform,float,,
Refrigeration:CompressorRack,RACKC,Design Condenser Fan Power,4500,3150,5850,uniform,float,,
Refrigeration:CompressorRack,RACKD,Design Compressor Rack COP,1.3,0.91,1.69,uniform,float,,
Refrigeration:CompressorRack,RACKD,Design Condenser Fan Power,4500,3150,5850,uniform,float,,
